Latitude,Longitude,Height,time_tag,RS PWV,IR PWV,name,datetime,dayofyear_hour_minute,year,month,day,hour,minute,day/night,season,mlp_modified_pwv,rf_modified_pwv
0.573515192,1.033234917,1491,A20190750955,7.74,15.26,Birjand,3/16/2019 9:55,108595,2019,3,16,9,55,day,Spring,11.6045908,13.56042478
0.527962099,0.994139542,1754,A20190750955,6.59,6,Kerman,3/16/2019 9:55,108595,2019,3,16,9,55,day,Spring,5.011629314,6.372484759
0.622733477,0.896226571,1191,A20190750955,7.46,4.65,Tehran,3/16/2019 9:55,108595,2019,3,16,9,55,day,Spring,6.236700794,7.108583903
0.527962099,0.994139542,1754,A20190770940,6.92,5.18,Kerman,3/18/2019 9:40,111460,2019,3,18,9,40,day,Spring,4.386111082,5.574255051
0.527962099,0.994139542,1754,A20190780845,5.97,6.78,Kerman,3/19/2019 8:45,112845,2019,3,19,8,45,day,Spring,5.397052528,8.428681032
0.573515192,1.033234917,1491,A20190780850,9.32,14.17,Birjand,3/19/2019 8:50,112850,2019,3,19,8,50,day,Spring,11.00528752,13.41482097
0.546811655,0.849451747,22,A20190781025,10.69,9.85,Ahwaz,3/19/2019 10:25,112945,2019,3,19,10,25,day,Spring,12.71567011,10.72993058
0.622733477,0.896226571,1191,A20190781025,5.95,6.15,Tehran,3/19/2019 10:25,112945,2019,3,19,10,25,day,Spring,7.169171201,9.095648743
0.546811655,0.849451747,22,A20190790930,9.1,16.21,Ahwaz,3/20/2019 9:30,114330,2019,3,20,9,30,day,Spring,16.99149506,16.47049097
0.573515192,1.033234917,1491,A20190790930,6.71,7.29,Birjand,3/20/2019 9:30,114330,2019,3,20,9,30,day,Spring,6.317441001,9.600531797
0.546811655,0.849451747,22,A20190801015,17.57,15.77,Ahwaz,3/21/2019 10:15,115815,2019,3,21,10,15,day,Spring,16.84793388,16.45906592
0.546811655,0.849451747,22,A20190810920,16.13,12.68,Ahwaz,3/22/2019 9:20,117200,2019,3,22,9,20,day,Spring,14.61709472,12.47666276
0.573515192,1.033234917,1491,A20190810920,6.27,6.17,Birjand,3/22/2019 9:20,117200,2019,3,22,9,20,day,Spring,5.430762357,6.840763398
0.622733477,0.896226571,1191,A20190810920,5.41,4.47,Tehran,3/22/2019 9:20,117200,2019,3,22,9,20,day,Spring,6.17574508,7.950049235
0.573515192,1.033234917,1491,A20190821000,9.89,15.5,Birjand,3/23/2019 10:00,118680,2019,3,23,10,0,day,Spring,11.66352629,13.39637445
0.573515192,1.033234917,1491,A20190830905,11.54,18.68,Birjand,3/24/2019 9:05,120065,2019,3,24,9,5,day,Spring,12.54161678,14.92770793
0.546811655,0.849451747,22,A20190860935,18.03,14.42,Ahwaz,3/27/2019 9:35,124415,2019,3,27,9,35,day,Spring,15.90433632,15.12955173
0.573515192,1.033234917,1491,A20190860935,12.64,16.85,Birjand,3/27/2019 9:35,124415,2019,3,27,9,35,day,Spring,12.09328386,14.22667658
0.622733477,0.896226571,1191,A20190860940,9.82,12.16,Tehran,3/27/2019 9:40,124420,2019,3,27,9,40,day,Spring,11.34499574,12.31082509
0.527962099,0.994139542,1754,A20190870840,7.95,7.33,Kerman,3/28/2019 8:40,125800,2019,3,28,8,40,day,Spring,5.737311284,9.10638889
0.546811655,0.849451747,22,A20190871020,7.76,11.39,Ahwaz,3/28/2019 10:20,125900,2019,3,28,10,20,day,Spring,13.86311129,12.29144702
0.573515192,1.033234917,1491,A20190880925,7.29,9.29,Birjand,3/29/2019 9:25,127285,2019,3,29,9,25,day,Spring,7.907856913,9.72352833
0.527962099,0.994139542,1754,A20190880925,4.66,4.26,Kerman,3/29/2019 9:25,127285,2019,3,29,9,25,day,Spring,3.630817108,5.000829047
0.622733477,0.896226571,1191,A20190880925,9.44,8,Tehran,3/29/2019 9:25,127285,2019,3,29,9,25,day,Spring,8.334458096,10.13256562
0.573515192,1.033234917,1491,A20190890830,9.81,15.13,Birjand,3/30/2019 8:30,128670,2019,3,30,8,30,day,Spring,11.36287701,13.24853724
0.622733477,0.896226571,1191,A20190920900,10.77,12.96,Tehran,4/2/2019 9:00,133020,2019,4,2,9,0,day,Spring,12.67135798,13.59103536
0.573515192,1.033234917,1491,A20190930945,10.71,12.7,Birjand,4/3/2019 9:45,134505,2019,4,3,9,45,day,Spring,10.56692134,12.34518893
0.527962099,0.994139542,1754,A20190940845,12.67,20.04,Kerman,4/4/2019 8:45,135885,2019,4,4,8,45,day,Spring,12.4836596,15.39852051
0.573515192,1.033234917,1491,A20190940850,11.22,12.06,Birjand,4/4/2019 8:50,135890,2019,4,4,8,50,day,Spring,10.10924729,12.83863254
0.546811655,0.849451747,22,A20190941025,16.47,21.8,Ahwaz,4/4/2019 10:25,135985,2019,4,4,10,25,day,Spring,20.23553158,21.3940765
0.573515192,1.033234917,1491,A20190950930,9.77,19.51,Birjand,4/5/2019 9:30,137370,2019,4,5,9,30,day,Spring,12.94359778,16.58858696
0.622733477,0.896226571,1191,A20190950930,13.79,14.01,Tehran,4/5/2019 9:30,137370,2019,4,5,9,30,day,Spring,13.1123319,13.64944836
